"r0" "rhat_sup_w" "rhat_ssl_w" "rhat_ns_w"
"1" 0.0664003388073833 0.0916183526914185 0.083924855855545 0.0838657369403709
"2" 0.0921587373156881 0.178918048197362 0.0776674071640405 0.149209999134114
"3" 0.0876154192752472 0.359313216688378 0.244837412433277 0.230077405683195
"4" 0.0602618204313022 0.180567532922209 0.0787094571580499 -0.00382255386301648
"5" 0.0746016174581066 -0.0878650415466617 -0.0643907818188669 0.0599412741103501
"6" 0.0828806606207342 -0.055007224589589 0.0368333222743131 0.145983424077399
"7" 0.0891294531142871 0.427255423447288 0.23476094755014 0.212511951351156
"8" 0.070447155166937 0.307499152052525 0.184949461307624 0.149270945602404
"9" 0.077409907678421 -0.0634986684097859 0.00980812324110049 -0.0196992441871621
"10" 0.0770411822862765 0.309546963185213 0.113858478655237 0.134485141590449
"11" 0.087039659415543 0.0531668953826802 0.0291432980841553 0.0589152905830825
"12" 0.0653283062641321 0.187793144895263 0.10447911537589 0.152843177483983
"13" 0.0790320870257926 -0.0080332459842686 0.0697209605568962 0.109043428087064
"14" 0.0860146130947557 0.083113374026029 0.0337735166200617 0.0586652628286714
"15" 0.080625277315909 -0.0225824120473003 0.0681760095223922 0.17947033828395
"16" 0.0589686061636113 0.0627083272678496 -0.0224964280420803 -0.0369095055972379
"17" 0.0679911612230969 0.0153916008902175 0.00109277847539339 0.0206317153728283
"18" 0.0795899624290359 0.0469114342286103 0.157144042118002 0.146415655782564
"19" 0.0810575552932728 0.208278722814402 0.0671074819313423 0.110616987533574
"20" 0.0689086599769433 0.144597403202272 0.129065174776053 0.135846659201946
"21" 0.0673642623468698 0.280472842112472 0.267469029752589 0.055464335369763
"22" 0.0787895125061446 0.211615548147109 0.113110375303426 0.167781262828172
"23" 0.0799179579021621 0.0405950423773857 0.0778764550486173 0.0379281468948387
"24" 0.0767880068311413 0.219319675894094 0.164184985385753 0.170847434996971
"25" 0.087636346387814 0.104337661361916 -0.0201408525175501 0.166498835764816
"26" 0.0773270330567214 -0.260191910671673 0.00200360108149975 0.00484305893437652
"27" 0.073740554460617 -0.0803905439276801 -0.0702137051962723 -0.0188445180075108
"28" 0.0829566752706563 0.263975174986866 0.208471767649307 0.17359765380216
"29" 0.080497078283102 -0.0732737990043501 0.122710225171948 0.107560121326174
"30" 0.0986813914721689 0.0994754022953126 0.00639831581613783 0.0366928263785187
"31" 0.089292214084137 0.0585344993628585 0.048305000110778 0.0683404478236343
"32" 0.0942027625145697 -0.0632599856997304 -0.037584147724991 -0.0188924341791248
"33" 0.0901632435421709 0.102333199977065 0.108786838432878 0.108188794904695
"34" 0.0800464453203366 0.174960865707032 0.0496174731867328 0.0916955605483108
"35" 0.076917703382449 0.055065560243898 0.0667633974856823 0.164500588900742
"36" 0.0803597836455749 0.0622369861880948 0.0535204148262877 0.0545866906833969
"37" 0.0890395178612731 -0.0660808453098226 0.109020001804527 0.0932752606150739
"38" 0.0723621395235959 0.175809574116593 0.085126498966799 0.00793900847620024
"39" 0.0830718646887164 -0.102707066187614 0.0641987435124095 0.0739048469458409
"40" 0.0818781062365905 0.0639815444700215 0.19752230125435 0.268802463284422
"41" 0.0824943074648859 -0.043543545622837 0.00392081216811272 0.0426222080577956
"42" 0.0829864618435575 -0.0377547934151422 0.067595030629815 0.204294424998043
"43" 0.0867729958907385 0.270138912123009 0.350478515772818 0.175010424820198
"44" 0.0672074425087681 0.0685784259680947 0.0842322752806354 0.0776496449741659
"45" 0.0773863585766738 0.162106452178056 0.0203203432466396 -0.0702634549642597
"46" 0.0788007024784136 0.041461660103162 0.166124163083528 0.183616100914079
"47" 0.0688647041212226 0.0192277812805835 0.0789455856053292 0.103870251739903
"48" 0.0736646618994784 0.176540758867979 0.0916815206726693 0.125126955688468
"49" 0.0663559296558612 0.0631403943148829 0.104684290183138 0.121811427491355
"50" 0.0890633091708027 -0.0136293701107332 0.0547771591780047 0.0885808562567517
"51" 0.0761322715725605 0.234120049411069 0.173936919249494 0.230493260390368
"52" 0.0841790683030303 0.120568477190824 0.00503539540896417 -0.0533675437380519
"53" 0.073405243258072 0.234936939033021 0.25160975638826 0.250358106765976
"54" 0.0581755130383942 0.0309930694669681 0.0361332951709691 -0.0222611010622517
"55" 0.0636803963934689 0.117359133940359 0.0735622769321591 0.102476022061727
"56" 0.0653543088831586 0.469851908179939 0.359490118764329 0.23745312054742
"57" 0.0834047456710478 -0.0567823098963354 0.00578318367033061 0.0738615432102761
"58" 0.0790990507588777 0.113719912125 -0.0509154932903073 -0.0291190343792144
"59" 0.0708740523110499 0.24681768118702 0.176826021124088 0.181611293298728
"60" 0.0722889731840345 0.241686821831836 0.0212220857500261 0.0194869029110121
"61" 0.0715981315166556 0.439147358317906 0.268198121356857 0.216228288227016
"62" 0.0636704842443625 0.0373880111123534 -0.021664131951014 0.0372635787631276
"63" 0.0750174494061905 0.0592691817451059 0.118374956431005 0.121002294352947
"64" 0.0783372255613761 0.146486566486192 0.113737013343563 0.0479694912205553
"65" 0.0611823345126673 0.117093398752234 0.14591335901851 0.115698198639571
"66" 0.0850872388197885 -0.314071643907591 -0.136694647936292 -0.0534771037333173
"67" 0.0905281694463207 -0.0217725191704183 -0.137002988741886 -0.117605237859449
"68" 0.0750268173696258 -0.0164739412536139 0.0184389523953219 0.0152090520340148
"69" 0.0681226756239634 -0.183259309812618 0.0301351991589234 0.086763123141285
"70" 0.0720421090073946 0.0466912295954303 0.072508757952644 0.174678530791834
"71" 0.0931904540813034 -0.0173180457236046 -0.00784682115901491 0.162497375675651
"72" 0.0802481182239833 0.203350940466898 0.17232221851104 0.190354330345565
"73" 0.0794475734554581 -0.0200382279060593 -0.00280627514743754 0.0496070280820105
"74" 0.0799683220218069 -0.0143783494320425 -0.0748629510484324 -0.0287640195225478
"75" 0.0762497489331402 0.205076834387359 0.0472378137710224 0.101187796535123
"76" 0.0847574718779453 0.0949956957926487 0.112297778753247 0.105868116242124
"77" 0.0706154310229263 0.188329666652938 0.288330418380124 0.306483233193719
"78" 0.0804468706988651 0.022221862292134 0.0377169138613467 0.0565958704260142
"79" 0.0871517780177628 0.0382770816630329 -0.00976516764625727 -0.0157119158888916
"80" 0.0831781639033708 -0.0231373481147708 0.0110789226380439 0.130649389937272
"81" 0.0758417244153089 0.0880328260803584 0.101293377446425 0.162026015413216
"82" 0.0792855067292822 0.162139283778517 0.13315997960593 0.201121870299242
"83" 0.0730144206894466 0.360788215625829 0.292035501203791 0.310096573266996
"84" 0.0685324756971012 -0.0717572096094095 0.00437340805246986 -0.0233233844505932
"85" 0.0799066582929721 0.0315918253597939 0.0228373050700814 -0.0485445892351324
"86" 0.0695027658401158 0.0879993165756741 0.108890937338997 0.0187588232117174
"87" 0.0933490788188884 0.15974682527035 0.0877308568309876 0.0375827058625359
"88" 0.0868935438995547 0.0647042591785422 0.0153324023328686 0.00414085704345014
"89" 0.0738096184102022 0.117787343498068 0.0496502780297043 0.0799150149102817
"90" 0.0819756384667759 0.17853672710003 0.0845631135448185 0.13048247745576
"91" 0.069113319080391 0.0926934093106018 0.102071664440595 0.151200101951572
"92" 0.0841878017625959 0.198086360750567 0.135510925781228 0.108051366279232
"93" 0.0777760345501979 0.0238068118475953 -0.042310044292553 -0.0253705743275101
"94" 0.0676795988087065 0.0954608856409801 0.106318692376058 0.17343942199255
"95" 0.0614930803694341 0.0265975009724893 0.064161548777971 0.0884040533734627
"96" 0.0938271647219524 0.0512323837851087 0.0160282028790031 0.0204106393376767
"97" 0.0870401659090411 0.267651704087094 0.241930671877257 0.206240585955147
"98" 0.0806345921325323 0.146634457565443 0.010886916123985 0.081338648084739
"99" 0.0671066479068526 -0.0310721291120856 0.0647289134914789 0.16066899869279
"100" 0.0777664626407457 0.330642052721386 0.137829769712277 0.0917352908981457
